sentence,avg_judgement,language,total_lemma_freq,num_tokens,avg_token_length
Drexel is owed $ 20 million by the partnership.,1.65,English,25.469511044387676,9,4.333333333333333
"Yesterday, the spokeswoman said sales of Delmed products through the exclusive arrangement with National Medical accounted for 87 % of Delmed's 1988 sales of $ 21.1 million.",3.8,English,69.80945526363494,27,5.444444444444445
"Orkem and Coates said last Wednesday that the two were considering a merger, through Orkem's British subsidiary, Orkem Coatings U.K. Ltd.",3.1,English,53.99240601911214,21,5.571428571428571
"Delta has benefited more than other carriers from the weakness of Eastern Airlines, which shares the Atlanta hub.",2.45,English,57.05981165012519,18,5.333333333333333
"Sales for the Deerfield, Ill., company rose 5.8 % to $ 1.81 billion from $ 1.71 billion.",2.55,English,35.62084794821194,17,4.235294117647059
"The Second Section index, which rose 15.72 points Thursday, was up 11.88 points, or 0.32 %, to close at 3717.46.",3.2,English,47.277860100171345,20,4.65
Lynch Corp. said its Lynch Telephone Corp. subsidiary completed the acquisition of Western New Mexico Telephone Co. for $ 20 million plus assumption of $ 24 million of debt.,4.8,English,59.63086973912344,29,5.0
"In American Stock Exchange composite trading yesterday, Westamerica closed at $ 22.25 a share, down 75 cents.",2.7,English,34.14318033283346,17,5.470588235294118
"In the first scenario, the reserves would be exhausted next year, and in the second they would be wiped out in 1991.",2.9,English,94.38352350680783,22,4.318181818181818
"Last month, for example, Mips agreed to supply its computers to Nixdorf Computer AG of West Germany and France's Groupe Bull.",2.7,English,49.07482562544165,21,5.0
"On the surface, the overall unemployment rate is expected to be little changed from September's 5.3 %.",2.25,English,56.869912679100125,17,5.0588235294117645
"Thus, even investors who are pushing for the board to do a recapitalization that would pay shareholders a special dividend and possibly grant employees an ownership stake acknowledge that the unions are key.",4.6,English,131.63885146092446,33,5.303030303030303
Mission Resource Partners lost 5 1/4 to 14 1/8.,2.85,English,10.208524115110619,9,4.333333333333333
"Last month, Morgan Grenfell announced its pretax profit rose 49.6 % to# 32.8 million in the first half, boosted by a healthy growth in its domestic and international corporate finance business.",4.15,English,95.48044867847196,31,5.258064516129032
"He recently told a small group of American businessmen in Moscow that he hoped to sign a general trade agreement with the U.S., possibly at the 1990 summit.",3.05,English,103.51043136998084,28,4.607142857142857
"B.A.T said it may make more equity purchases until the close of business today, depending on market conditions, but will cease further purchases until Nov. 22, when it releases third-quarter results.",3.5,English,109.66944476446308,31,5.451612903225806
"To try to combat the traffic slowdown, airlines started reducing fares; average fares rose only 1.7 % in August, in contrast to increases of 16 % each in February and March.",3.65,English,88.8609099443508,31,4.612903225806452
The electronics industry is closely following the Dellums bill.,2.05,English,26.577339987668363,9,6.111111111111111
"Dow Jones industrials 2638.73, off 18.65; transportation 1254.27, off 49.96; utilities 214.54, off 0.19.",4.5,English,18.683249794719554,14,6.5
"C. Olivetti & Co., claiming it has won the race in Europe to introduce computers based on a powerful new microprocessor chip, unveiled its CP486 computer yesterday.",4.25,English,84.22442419179347,27,5.111111111111111
"Although working for U.S. intelligence, Mr. Noriega was hardly helping the U.S. exclusively.",2.55,English,33.081049269193855,13,6.153846153846154
The issue exploded this year after a Federal Bureau of Investigation operation led to charges of widespread trading abuses at the Chicago Board of Trade and Chicago Mercantile Exchange.,3.0,English,81.66203345058615,29,5.413793103448276
Valley National lost 1 3/8 to 17 1/8 on volume of 1.9 million shares.,2.65,English,30.3803179910855,14,4.0
"After the payment, the Cleveland company owes $ 57 million on the loan.",1.85,English,40.16192374719106,13,4.538461538461538
"Dow Jones industrials 2603.48, up 6.76; transportation 1191.86, up 1.43; utilities 216.74, up 0.88.",4.05,English,20.162128624732006,14,6.142857142857143
"A year earlier, the company had a deficit of $ 1.5 million, or six cents a share.",2.6,English,61.32594779495611,17,3.823529411764706
"In the midst of a labor shortage, he proposes linking city subsidies to businesses to their record of hiring New York City residents.",2.65,English,72.26587438192026,23,4.826086956521739
"John Nuveen & Co., initial offerings of the Nuveen California Performance Plus Municipal Fund Inc. and the Nuveen New York Performance Plus Municipal Fund Inc., via Alex. Brown & Sons Inc.",4.75,English,30.24815455322658,31,5.096774193548387
"In the first quarter of 1988, the company earned $ 10 million, or 94 cents a share.",2.05,English,53.90874954962855,17,3.9411764705882355
"The new product has performed well in a market test in Las Vegas, Nev., Mr. Calloway said.",2.15,English,49.02670418723524,17,4.352941176470588
"Normally, Sotheby's would have earned 20 % of the total in commissions.",1.95,English,35.76035015003853,12,5.0
"Although Wang will report a loss for the first quarter ended Sept. 30 and the full fiscal year, Mr. Miller says he expects the company will return to profitability by the fourth quarter.",3.35,English,117.58872277932322,33,4.666666666666667
"Great Western Financial said third-quarter profit rose slightly to $ 68.4 million, or 52 cents a share, from $ 67.9 million, or 53 cents a share, from a year ago.",3.4,English,86.8092123103419,30,4.433333333333334
"Some 822 New York Stock Exchange issues advanced in price, while 668 declined.",2.7,English,20.927248149808364,13,5.076923076923077
"This year he bought two stores, one in Brooklyn and one in Queens.",1.2,English,48.42349967361299,13,4.153846153846154
"Kemper Corp.'s Kemper Financial Services unit said it cut off Bear Stearns, Morgan Stanley, Oppenheimer and General Electric Co.'s Kidder, Peabody & Co. unit.",3.5,English,31.951156393357437,24,5.625
"$ 200 million of general obligation tax revenue anticipation notes, Series 1990, due Sept. 28, 1990.",3.6,English,29.391673472292958,16,5.3125
"The European Community's consumer price index rose a provisional 0.6 % in September from August and was up 5.3 % from September 1988, according to Eurostat, the EC's statistical agency.",3.9,English,71.05944723134215,30,5.2
"And now, at the crucial moment, he's running out of money.",1.4,English,48.0321592979436,11,4.363636363636363
Falcon Cable Systems Co. said it proposed an amendment that would allow it to increase its debt cap to 65 % of the company's fair market value from the 40 % currently allowed.,4.5,English,108.18969894542084,33,4.333333333333333
"Personal spending rose 0.2 % in September, the smallest gain in a year.",2.05,English,39.34361927628009,13,4.538461538461538
"Mr. O'Brien will elaborate on the SIA's position in testimony before the House Telecommunications and Finance Subcommittee this week, a spokesman said.",3.1,English,70.15489450306626,22,5.909090909090909
"Results declined, however, in Sun's refining and marketing and coal businesses.",2.7,English,30.889374691194842,11,6.2727272727272725
"For the year ended June 30, 1989, Merksamer Jewelers had $ 62 million of revenue and operating profit of $ 2.5 million.",2.65,English,50.997127201438595,22,4.454545454545454
"At the end of the third quarter McDonald's had 10,873 units operating world-wide.",2.4,English,39.67153071188855,13,5.3076923076923075
"Par Pharmaceutical Inc. said it named its interim president and chief executive officer, Kenneth I. Sawyer, to those posts permanently, and elected him to the board.",3.7,English,84.1307354711179,26,5.384615384615385
"Since 1985, Japanese investors have bought nearly 80 % of $ 10 billion in Fannie Mae corporate debt issued to foreigners, money that Fannie Mae uses to buy mortgages from U.S. banks.",3.8,English,77.93980732711343,32,4.71875
"Without the increase in defense bookings, September orders would have plummeted 3.9 %.",2.35,English,34.14074654366462,13,5.6923076923076925
"So the results, while not news, aren't exactly theater either, at least not good theater.",2.95,English,62.33594209215521,15,5.0
Perhaps in time the Supreme Court will correct them.,1.5,English,30.22655563436186,9,4.888888888888889
"One way that money fund managers boost yields in a declining rate environment is by extending the maturities of their investments, so they can earn the current higher rates for a longer period.",4.1,English,125.71718633786112,33,4.878787878787879
"Philip Morris, the most active Big Board issue for the second consecutive session, was unchanged at 43 1/4 on 3.9 million shares.",3.0,English,61.171761436029755,22,4.909090909090909
Standard & Poor's 500-stock Index rose 5.37 to 347.13 and the Nasdaq composite index jumped 7.52 to 470.80.,4.15,English,34.44475549265048,18,5.0
"A few months ago your paper reported the results of a study to determine why Asians who arrive in this country without any money, and unable to speak English, become overnight successes.",3.3,English,126.08853845111364,32,4.84375
"The action, in the Canadian Federal Court, will be against Canada, the Netherlands, West Germany, Britain and the U.S., the ministry spokesman said.",2.8,English,63.078185778113514,23,5.478260869565218
"Betty Raptopoulos, senior metals analyst at Prudential-Bache Securities in New York, agreed that most of the selling was of a technical nature.",3.3,English,69.87784821117502,22,5.545454545454546
"Morgan, Toronto-Dominion and Provident are leading that syndicate.",2.1,English,22.155953906533057,8,7.375
"All of the changes will reduce its overhead and streamline operations, Boeing said.",1.8,English,43.50912360614948,13,5.461538461538462
He said results were better than he'd expected and indicate that Goodyear is in the midst of a turnaround from a string of lackluster quarters that have plagued the company for a year.,3.7,English,140.53736867153359,33,4.606060606060606
"Security said it signed a letter of intent to purchase La Jolla Bancorp, agreeing to pay $ 15 of its own stock for each share of La Jolla.",3.15,English,88.83039219975164,28,3.9642857142857144
"Bonds: Shearson Lehman Hutton Treasury index 3427.39, up",2.65,English,7.301622338350039,8,6.125
"Dow Jones industrials 2689.14, up 5.94; transportation 1230.80, off 32.71; utilities 215.48, up 0.06.",3.7,English,19.669169014727856,14,6.285714285714286
"In New York, Roger Killion, a Hambrecht executive vice president, said he expects OTC trading at the company to resume this morning, either in New York or in San Francisco.",3.1,English,84.85340670965064,30,4.766666666666667
"The downgrade anticipates completion of the IMA Holdings acquisition today, Moody's said.",2.55,English,26.504389508733926,12,6.5
"The downturn in total value may be only temporary, suggested Herb Adler, a KPMG Peat Marwick partner.",2.8,English,42.49250332033152,17,5.0
"The immediate target of Rep. Gonzalez's inquiry is Danny Wall, chairman of the Office of Thrift Supervision.",2.1,English,40.23246273107864,17,5.411764705882353
"In the year-ago quarter, the company reported earnings of $ 2.2 million, or 35 cents a share.",2.5,English,51.04350516581347,17,4.529411764705882
"For the year, however, access lines in service have increased 5.5 %.",2.35,English,37.316169506539495,12,4.75
"The noncallable issue, which has a one-time put Oct. 15, 1999, was priced at a spread of 66 basis points above the Treasury's 10-year note.",4.35,English,69.24239642711882,25,4.6
"Last year, the team ended up $ 2 million in the red on $ 30 million in revenue.",2.2,English,59.323638482798685,18,3.4444444444444446
"West Germany's biggest union, IG Metall, said it is ready to back demands for more pay and shorter hours with strikes against the nation's automotive, steel and engineering industries.",3.15,English,103.49506231844522,29,5.379310344827586
Assets soared $ 4.5 billion in the previous week.,1.6,English,22.78043822359381,9,4.555555555555555
"In New York Stock Exchange composite trading, Contel closed at $ 33.75 a share, down .50 cents.",2.95,English,30.449805181808266,17,4.647058823529412
Imperial said in a statement it expects other complaints to be filed in the wake of the original suit and a recent article in Barron's magazine that focused on the company's problems.,3.7,English,137.82745655412833,32,4.75
"Minpeco said it wouldn't pursue such litigation if its settlement plan in the W. Herbert Hunt case is approved by Judge Abramson, who will consider the proposal at a hearing next week.",3.2,English,114.2698221394383,32,4.78125
"The news sent Winnebago stock falling 62.5 cents, to $ 5.25, in New York Stock Exchange composite trading - a 52-week low.",3.35,English,42.75421337514101,22,4.590909090909091
Executives at Sharon declined to comment on the proposal.,1.75,English,30.381739531681585,9,5.444444444444445
"Lotus Development Corp. reported a surprisingly strong 51 % increase in third-quarter net income on a 32 % sales gain, buoyed by strong demand for a new version of its 1-2-3 computer spreadsheet.",3.5,English,91.42470173411084,33,4.9393939393939394
"Several of Wall Street's largest securities firms, including Salomon Brothers Inc. and PaineWebber Inc., were also large buyers, traders said.",3.25,English,41.77533606070918,20,6.15
"The sale, which had been expected, is part of KKR's program to pay down $ 5 billion of a $ 6 billion bridge loan by February.",3.0,English,83.06892516212586,26,3.8461538461538463
"In asset terms, Mitsubishi Estate is the largest real estate firm in Japan.",1.7,English,36.127620929282614,13,4.846153846153846
Goodson will pay the additional $ 20 million in settlement of the management contract.,2.2,English,47.7388377927707,14,5.214285714285714
"Under the current circumstances, he says, their scenario no longer seems unrealistic.",1.7,English,43.892336752437245,12,6.166666666666667
"In composite trading Friday on the New York Stock Exchange, BellSouth shares fell 87.5 cents to $ 52.125.",3.3,English,31.218532436561127,18,4.888888888888889
"Rep. Ronnie Flippo (D., Ala.), one of the members of the delegation, says he was particularly impressed by Mr. Krenz's ready admission that East Germany needed to change.",3.2,English,86.34154758914184,28,5.107142857142857
"But the last stock market boom, in 1986, seems small compared with the current rush to market.",1.95,English,63.39763208559302,17,4.588235294117647
"In a related move, Pierre Lortie, chairman and chief executive, resigned.",1.55,English,30.26063832767755,11,5.7272727272727275
"Of the 11 components to the index, only three others rose in September: the money supply, the length of the average work week and stock prices.",3.05,English,101.89223357319437,26,4.538461538461538
"The International Monetary Fund and the World Bank are expected to provide approximately $ 180 million to help support the deal, and additional funds are expected from Japan.",3.55,English,85.0088813350461,28,5.25
"The housing starts numbers, however, are one of the least precise of the government's economic indicators and are often revised significantly as more information is collected.",3.7,English,100.38544525979852,26,5.769230769230769
"Armstrong's shares, also listed on the Big Board, closed at $ 39.125, up 12.5 cents.",2.9,English,37.690975048457695,15,4.666666666666667
"Rockwell, based in El Segundo, Calif., is an aerospace, electronics, automotive and graphics concern.",2.55,English,35.74801129507311,14,6.285714285714286
"Meanwhile, finding a volunteer to write the computer program isn't a problem.",1.6,English,50.75509191319932,12,5.5
"Instead, they were pressured by Pakistan's ISI, the channel for their support, into attacking Jalalabad.",3.45,English,46.747795503689716,15,6.0
"Carbide, like other companies with a heavy reliance on the so-called commodity end of the chemicals industry, was expected to post earnings sharply lower than in an exceptionally strong 1988 third quarter.",4.35,English,115.3970663339179,32,5.4375
"However, he stressed that the improvement depends on a continued reduction in smoking.",1.6,English,50.44951809647645,13,5.6923076923076925
"Dow Jones industrials 2645.08, up 41.60; transportation 1205.01, up 13.15; utilities 219.19, up 2.45.",3.85,English,20.162128624732006,14,6.285714285714286
"Most of the buying was institutional, he added.",1.3,English,30.171736538294695,8,5.0
"But after years of using the issue for its benefit, the GOP finds its candidates on the defensive.",2.3,English,69.8552889019596,18,4.5
"Dow closed at $ 94.625 a share, up 75 cents, in New York Stock Exchange composite trading.",2.8,English,36.53881882298947,17,4.352941176470588
"Revco received the offer Oct. 20, but issued a response yesterday only after a copy of the proposal was made public by bondholders.",3.05,English,84.98584237750413,23,4.739130434782608
Source: Fulton Prebon (U.S.A.) Inc.,2.2,English,0.0,5,6.2
"Digital Equipment Corp. reported a 32 % decline in net income on a modest revenue gain in its fiscal first quarter, causing some analysts to predict weaker results ahead than they had expected.",4.0,English,105.23388774581574,33,4.878787878787879
Philips Industries tumbled 3/8 to 22 7/8; Hilton Hotels fell 2 1/2 to 92 and Holiday Corp. fell 2 1/8 to 69 7/8.,3.65,English,32.27976101991922,23,3.9130434782608696
Continental Airlines is a unit of Texas Air Corp.,1.15,English,20.717373777393295,9,4.555555555555555
"Goldman, Sachs & Co. will manage the offering.",1.25,English,17.142090297353654,8,4.875
"Joseph L. Dionne, chairman and chief executive officer of McGraw-Hill Inc., was elected to the board of directors of this electronics manufacturer.",2.55,English,71.95982075318187,22,5.7272727272727275
"Moreover, such a sale could help Armstrong reassure its investors and deter the Belzbergs, who own a 9.85 % stake in the Lancaster, Pa., company.",3.4,English,78.17170367314705,25,4.84
"The paper producer reported that net income fell to $ 102.1 million, or $ 1.09 a share, from $ 122.4 million, or $ 1.29 a share, in the year-earlier period.",3.9,English,87.01691638179719,30,4.233333333333333
The shuttle is slated to return Monday to California.,1.65,English,25.211568890175094,9,5.0
"Mr. Foret, 44, is a 15-year veteran of Texas Air and Texas International Airlines, its predecessor.",2.45,English,31.192370914975946,16,5.25
"But investment bankers say that stock market uncertainties in the U.S. may cause many European companies to mark time before bidding for American companies, in the hope that share prices will come down.",3.5,English,123.43118001906534,33,5.151515151515151
"Dow Jones industrials 2596.72, off 17.01; transportation 1190.43, off 14.76; utilities 215.86, up 0.19.",3.95,English,19.176209404723703,14,6.428571428571429
"B.A.T Industries, the most active Amex issue, rose 3/8 to 12 3/8.",3.05,English,25.932797545071242,12,4.5
"For Iowa, a $ 1.8 million request became $ 12 million for Senator Grassley, ranking minority member of a military construction subcommittee.",4.75,English,52.328989139460575,22,5.409090909090909
"He also plans to get to know clients that Mr. Roman was closer to, such as Lever Brothers, American Express and Seagram.",3.1,English,69.27744582859002,22,4.5
Mr. Cawthorn said the profit growth in the latest quarter was due to the sale of two Rorer drugs.,2.05,English,72.24160498233876,19,4.157894736842105
"About $ 550 million of long-term debt is affected, according to Moody's.",2.45,English,30.014995085859585,12,5.083333333333333
"United Education & Software posted a $ 250,000 bond against potential losses to the student aid commission and to taxpayers in guaranteeing any more loans for National Technical Schools students prior to the hearing.",4.2,English,102.08500471790796,34,5.382352941176471
More than half the people surveyed for the Employee Benefit Research Institute say they would be willing and able to pick up most of the cost of the coverage.,2.85,English,115.68760170568571,29,4.482758620689655
"Initial claims for regular state unemployment benefits rose to a seasonally adjusted 396,000 during the week ended Oct. 7 from 334,000 the previous week, the Labor Department said.",4.15,English,84.04384047146652,28,5.464285714285714
"Its developer is a Polish American, Sasha Muniak.",1.4,English,13.35206416707544,8,5.25
"The record price for a full membership on the exchange is $ 550,000, set March 9, 1989.",2.8,English,49.26374019044059,17,4.176470588235294
"Reggie Jackson, the retired baseball star, has found another use for them.",1.6,English,43.92423657324915,12,5.25
"The offering, Series 1989-86, is backed by Fannie Mae 9 % securities.",2.95,English,17.822711029787275,12,4.833333333333333
The stock had been on the decline since the financing for the UAL buy-out fell through on Friday and developer Donald Trump subsequently withdrew a takeover offer of $ 120 a share for AMR.,4.05,English,107.91416680289836,34,4.5588235294117645
"At the close, the narrower 30-share index was up 19.7 points to 1721.4.",3.05,English,39.5217915962559,13,4.538461538461538
"Mr. Icahn advocates the sale of the company's steel operations, and Mr. Corry doesn't necessarily disagree.",2.15,English,47.777211000873784,16,5.75
"Norman Berry, the creative executive who was apparently squeezed out of Ogilvy & Mather in June, is returning to Ogilvy's parent company, WPP Group PLC.",3.35,English,65.58634152736596,25,5.12
"Total value of the contract could be $ 100 million, Helionetics said, and work on the project would be about evenly divided.",3.0,English,82.22339600652764,22,4.681818181818182
"Appalachian Power Co., a subsidiary of American Electric Power Co., said it will redeem on Dec. 1 the entire $ 44.2 million of its 12 7/8 % first mortgage bonds due 2013.",4.85,English,72.70460959879996,32,4.34375
The $ 13 billion the Fed injected into the money markets after the 1987 crash is more than enough to buy all the stocks traded on a typical day.,2.95,English,106.9952668112164,29,4.0
"In the nine months, net rose 35 % to $ 120.1 million, or $ 1.64 a share, from $ 89.2 million, or $ 1.22 a share, a year earlier.",5.0,English,81.10840500802617,29,3.4482758620689653
"Even lobbyists for heavy industry, one of the interests hit hardest in the 1986 bill, are encouraged.",3.1,English,62.872743663230736,17,5.0
"Although Ryder didn't break out the charge, analysts estimated that the majority of the $ 57 million was linked to workers' compensation reserves and anticipated losses on the disposal of trucks.",4.6,English,111.91557095141629,31,5.32258064516129
"Imports rose sharply in the period, to $ 5.19 billion from $ 4.04 billion a year earlier, a change of 28 %.",3.8,English,65.87524414602622,22,3.909090909090909
And foreign creditors are likely to be more cautious about extending new loans because China is nearing a peak repayment period as many loans start falling due in the next two to five years.,4.4,English,128.43872589095494,34,4.617647058823529
"Materials and production costs also rose, TRW said.",1.65,English,23.75769773255236,8,5.5
"Officials at the United Scientific unit, Optic-Electronic Corp. of Garland, Texas, and at Imo Industries of Lawrenceville, N.J., couldn't be reached for comment.",3.35,English,59.09964339272466,23,6.043478260869565
"One source familiar with the airline said, however, that Mr. Corr wasn't informed in advance during the summer when Mr. Lorenzo began discussions with potential buyers.",2.9,English,85.37783537682218,26,5.5
"Frederick W. Lang, 65 years old, the founder of this software services concern, was elected to the new post of chairman.",2.3,English,73.9403266234621,21,4.761904761904762
"The Upper Saddle River, N.J., communications firm said it is considering alternatives to the restructuring of the senior secured notes because of changes in the high-yield market.",3.95,English,90.10080259899071,27,5.666666666666667
"The state has a $ 1 billion reserve, and is expected to add $ 1 billion to that fund in the next year.",2.15,English,81.6552463884107,23,3.4782608695652173
"Treasury Secretary Nicholas Brady, Federal Reserve Board Chairman Alan Greenspan and Housing and Urban Development Secretary Jack Kemp are members of the board.",3.05,English,35.64381175987406,23,6.0
"And statements by the chairman of the IG Metall labor union, Franz Steinkuehler, also cast a cloud over trading, dealers said.",2.9,English,64.41935480829476,21,5.0476190476190474
GE Capital has a working relationship with L.J. Hooker.,1.7,English,23.83499788658544,9,5.222222222222222
"Moreover, as a member of the Mitsubishi group, which is headed by one of Japan's largest banks, it is sure to win a favorable loan.",2.8,English,101.38912363072286,25,4.28
"This year, Hoechst will produce about 62,000 tons of CFCs in factories in Frankfurt, Spain and Brazil.",2.85,English,44.96790344794651,17,5.0588235294117645
"Cantor provides price quotes to Telerate Systems Inc., a widely used electronic system.",2.65,English,31.79327183219961,13,5.769230769230769
"Gordon Trimmer will succeed Mr. Haines as manager of Canadian operations, and Mr. Kushkin's former position isn't being filled at this time, the company said.",3.25,English,80.82825516499943,25,5.36
"Aerojet General Corp., a unit of GenCorp Inc., was awarded a $ 40.1 million Air Force contract for Minuteman missile rocket motors.",2.9,English,48.97036168160131,22,5.0
"The post of chief executive has been vacant since July when Terry Pryce, 55, left the company.",1.85,English,50.83303923720981,17,4.588235294117647
Quebecor will own 57.5 % of the new subsidiary.,2.3,English,27.29946515811062,9,4.333333333333333
"On the $ 1.06 billion baseball agreement alone, CBS is likely to lose $ 250 million in four years, contends Mr. Wussler, the former CBS man, now at Comsat Inc.",4.25,English,81.61161586826755,30,4.333333333333333
"The Dayton, Ohio, maker of parts for the building and transportation industries said holders of the two issues can convert their stock into common shares through the close of business Dec. 1.",3.85,English,113.22847857703856,32,5.0
But the Japanese Fisheries Association criticized moves to ban the practice in international waters.,1.75,English,39.97696431187616,14,6.214285714285714
"FEDERAL FUNDS: 8 3/4 % high, 8 11/16 % low, 8 3/4 % near closing bid, 8 13/16 % offered.",5.35,English,20.1630098137247,20,3.45
"France's industrial production index for July and August rose 1 % from June and was up 4.6 % from a year ago, according to seasonally adjusted data from the National Statistics Institute.",4.1,English,89.10339864910176,32,4.875
"Field offices at New Orleans; Houston; Denver; Midland, Tex.; Bakersfield, Calif.; Oklahoma City; and Liberal, Kan., will be maintained.",2.3,English,26.13929788781681,19,6.2105263157894735
"As with many other goods, the American share of Japan's PC market is far below that in the rest of the world.",2.45,English,86.76172906076715,22,4.0
"According to Avery, for the year ended Sept. 30, 1988, Uniroyal Chemical had sales of $ 734.2 million and a net loss of $ 47.1 million.",3.55,English,69.9042594893707,26,4.230769230769231
"In January, American Medical brought in a new chief executive officer, Richard A. Gilleland, 45, who will remain as chairman, president and chief executive.",2.75,English,67.45835766322473,24,5.541666666666667
"The announcement, made after the close of trading, caught analysts by surprise.",1.65,English,44.12975432612675,12,5.666666666666667
"For the 12 months ended in September, this index was up 5.1 %.",2.25,English,37.34478522228059,13,3.8461538461538463
"Daihatsu also has the Fellow 90, the Leeza Spider and the Hijet Dumbo.",3.55,English,33.14876011437581,13,4.461538461538462
"For nonunion workers, the costs rose 1.4 %.",1.65,English,15.767513445462878,8,4.5
"Of course, that isn't really the case.",1.4,English,31.133726892967847,7,4.571428571428571
"The chairman said his board members, including representatives of West German insurance giant Allianz AG and French banks Credit Lyonnais and Societe Generale, hold nearly 50 % of Navigation Mixte's capital.",3.65,English,67.31022512494563,31,5.709677419354839
"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.",3.9,English,103.14471166012326,33,5.424242424242424
"Thus, even including the latest week, the average general stock fund has soared more than 24 % so far this year, the Lipper Analytical figures show.",3.3,English,88.0025529662418,26,4.730769230769231
Blacks and Hispanics currently make up 38 % of the city's population and hold only 25 % of the seats on the council.,2.1,English,81.63515386789271,23,4.086956521739131
"If the matter requires further legal work or litigation, Mr. Cane says, his lawyers may refer the client to a law firm.",2.4,English,79.20603305662947,22,4.454545454545454
